414,"iS IN TOP 10 , IN YOUTUBE TOP VIEWS , ON 9 IS MILEY CYRUS: http://www.google.ro/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CB8QFjAA&url=http%3A%2F%2Fen.wikipedia.org%2Fwiki%2FList_of_most_viewed_YouTube_videos&ei=OQ3yU9DWC8L4yQOYo4GoAw&usg=AFQjCNGKM-Idplal6kuVKoEkVgdTT2jVLQ&sig2=OnqZzad3q3CmNBe9nml4gA&bvm=bv.73231344,d.bGQ&cad=rja ﻿"
1291,I love the way you lie﻿
697,If you looking for new music to listen to check out cece song called  dead2me on iTunes music video out now right here on youtube.﻿
208,subscribe to my channel who can
799,Way was their a guy warring a robot head.﻿
54,good!!
35,please visit our web: wellcomemd.blogfa.com
748,Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people﻿
1221,#2015 FUCK YEAH﻿
1195,You best singer﻿
121,best song eva
839,Im just to check how much views it has﻿
108,she is sooooo beautiful!
410,Subscribe to My CHANNEL﻿
704,Take a look at this video on YouTube:﻿
97,Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT
206,im M.E.S an aspiring young rapper with high hopes.  i know you will not click this link and check out my channel. you just dont want to.  well its your choice. in fact you know what DONT CLICK
179,I remember this :D
692,I hav absolutely no idea what he's saying. Is it even a language?﻿
604,http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  link﻿
994,"Just coming to check if people are still viewing this video. And  apparently, they still do.﻿"
521,Still a very fun music video to watch! ﻿
425,SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿
827,"Getting too 1billion views, holy moly.!!!﻿"
1082,Whose watching this in 2015. If so hi-5﻿
279,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Wazzasoft Industry Sertave Wind Tendency Order Humor Unelind Operation Feandra Chorenn Oleald Claster Nation Industry Roll Fuffapster Competition Ociramma Quality"
126,Love this song !!!!!!
1212,Laughing My Fucking Ass Off!!!﻿
1011,"Almost 1 billion views, nice.﻿"
617,"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿"
506,Nice vídeo shakira good﻿
415,This is getting old.........﻿
456,Omg can this be the first video on YouTube to hit 1 billion views like this comment of you agree.﻿
574,"Don't mind me, I'm just checking what the views are up to : )﻿"
260,e.e....everyone could check out my channel.. dundundunnn
721,Charlie from Lost!﻿
1093,http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN﻿
368,Thumbs up if your watching in 2015﻿
888,https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc ﻿
746,This is my favorite song ever love this Party Rock It Everybody!!!!﻿
1281,Watch Maroon 5's latest 2nd single from V (It Was Always You) www.youtube. com/watch?v=TQ046FuAu00﻿
945,This Song Was Good Until It Got Overplayed The Hell Out Of On Radio﻿
1240,look at my channel i make minecraft pe lets play ﻿
20,"Could you please check out my covers on my channel? I do covers like Adele, Kodaline, Imagine Dragons...and more. Please if you could spare a few minutes,  could you have a listen to one or two of my covers , Feel free to comment and subscribe :) Thank you! "
715,Hey guys subscribe to my channel for no reason! Please!..﻿
558,I love you!❤✨﻿
373,I love this song so much﻿
1116,"Damn, this was everywhere﻿"
687,VOTE FOR KATY FOR THE EMAs! #KATYCATS  http://tv.mtvema.com/artists/katy-perry/i38xh1﻿
657,https://www.reverbnation.com/slicknick313/songs﻿
1242,Wow. Comments section on this still active. Not bad. Also 5277478 comments.  (Now 79)﻿
355,when is this gonna hit 2 billion?﻿
770,I found out this song now﻿
854,+447935454150 lovely girl talk to me xxx﻿
318,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna
426,love﻿
954,Cool﻿
469,"Every collaboration between them, we know it will be number 1 ﻿"
840,i like the lyrics but not to music video﻿
809,good party﻿
495,Rihanna is so beautiful and amazing ♥♥♥♥♥love her so much♥♥♥♥ forever RiRi fan ♥ ♥ ♥ ♥ ♥ ♥ ﻿
1186,Check out this video on YouTube: I ﻿
307,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile"
876,"great song, but we all know that Katy buys her views..﻿"
134,Hi.Check out and share our songs.
816,You know a song sucks dick when you need to use google translate to know  what the fuck its saying!﻿
65,"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don't Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com"
23,"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also..."
802,my son love so much﻿
64,Waka waka
352,https://www.surveymonkey.com/s/CVHMKLT﻿
990,Hello. İ am from Azerbaijan﻿
287,like this comment then type 1337
380,It's so funny it's awesomeness lol aaaaaaa sexy lada😂﻿
583,Nice﻿
718,That shake and that golden and black robot were really partying ﻿
1027,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""﻿"
834,The first comment is chuck norrus ovbiously :D﻿
747,Love﻿
650,just came to check the view count﻿
293,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel"
870,"I fuckin love this song!After, I'm sexy and I know it ﻿"
578,SUBSCRIBE me. if you do that leave your name so i can subs back ﻿
1232,"when i see this back in 2015 i ask myself how people got to like this song. seems like Gangnam style copied this style though, might just be me but yea﻿"
290,3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!
158, plz i wilsubscribe me frndzzl subscribe u back
88,i watched this because of the large amount of views and now i am convinced it is because that girl is so hot
496,i want to smack this year boy in to forever﻿
175,please subscribe to my page. thanks.
637,Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...﻿
882,"Hey, join me on tsū, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer﻿"
66,SUBSCRIBE MY CHANNEL
690,"COME AND CHECK OUT MY NEW YOUTUBE CHHANEL, GOING TO BE POSTING DAILY!﻿"
1257,Can this channel get 500+ subscribers? You can make that happen :D﻿
1183,Katycat! https://m.facebook.com/profile.php?id=1461302180794905﻿
1022,Eminem and Rihanna sing the song very well.﻿
454,"So,cool！！﻿"
730,Subscribe me Secret videos :D﻿
478,Wow I love it ﻿
817,YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!﻿
202,check out my channel for rap and hip hop music
818,I  love you Eminem﻿
1077,Check out this playlist on YouTube:hbbhhhgh﻿
273,"Wow justin Bieber is Better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman."
1205," Hey everyone!! I have just started my first YT channel i would be grateful  if some of you peoples could check out my first clip in BF4! and give me  some advice on how my video was and how i could improve it. ALSO be sure to  go check out the about to see what Im all about. Thanks for your time :) .  and to haters... You Hate, I WIN﻿"
680,I like This Comment and do not kill :P﻿
419,Hey ! Subscribe  to me for the peace in the world ! ♥﻿
375,2.126.521.750  views!!!!!!!!!!!!!!!!!﻿
219,Share this video.. This song can beat PSY - Gangnam Style!
1261,love lmfao party rockin keep it going﻿
878,Check out this playlist on YouTube:י⛺🏤⛺⛺﻿
477,and u should.d check my channel and tell me what I should do next!﻿
1280,watch?v=vtaRGgvGtWQ   Check this out .﻿
371,http://tankionline.com#friend=cd92db3f4 great game check it out!﻿
310,"hey guys if you guys can please SUBSCRIBE to my channel ,i'm a young rapper really dedicated i post a video everyday ,i post a verse (16 bars)(part of a song)everyday to improve i'm doing this for 365 days ,right now i'm on day 41  i'm doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me  thank you (:, i won't let you down i promise(: i'm lyrical i keep it real!"
481,"Good thing she brought her spray-on tan, hairstylist, makeup artist, and  cameraman.﻿"
437,Visit my channel﻿
862,▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬ ＤＡＭＮ ＴＨＩＳ ＣＯＭＭＥＮＴ ＩＳ ＦＡＮＣY ▬▬▬▬▬▬▬▬▬▬ஜ۩۞۩ஜ▬▬▬▬▬▬▬▬﻿
984,2008-2010 were the years for pop﻿
676,Best for partying ﻿
973,Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO﻿
135,Waka waka she rules
959,I remember that torunament like it was today.﻿
1068,old and good song﻿
44,Shakira
807,Check out this video on YouTube:hjalp﻿
224,check out my playlist
942,Hey Katycats! We are releasing a movie at midnight UK time to celebrate  katy's 30th birthday! Be sure to subscribe to our channel and watch the  movie!﻿
43,Shakira is very beautiful
865,This song means so much to me thank you  soooooooooooooooooooooooooooooooooooooooo much:-) Xxx﻿
1138,Suscribe My Channel Please XD lol﻿
733,subscribe to me﻿
56,check out my new video
391,I'm here to check the views.. holy shit﻿
1129,I love you﻿
1059,Who is still watching in 2015﻿
192,Check out my videos guy! :) Hope you guys had a good laugh :D
965,Best. Song. EVER 🙌﻿
1161,I hate videos like these with those poor animals.﻿
1125,so cute that monkey *-*! ﻿
95,"PLEASE CHECK OUT THIS VIDEO CALLED ""WE LOVE MIND MASTER IT"", THANK U :)"
820,CUTE  :)﻿
618,Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿
1266,"Need money ? check my channel and subscribe,soon will post how to get it )﻿"
1100,BEST SONG EVER X3333333333﻿
810,Likeeee﻿
550,Really good song .you know love song song.﻿
537,Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿
201,if you need youtube subscriber mail hermann buchmair on fb
658,Admit it you just came here to check the number of viewers ﻿
14,Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow
226,"Hello to everyone! Please check out my video: /watch?v=2b4WyWpHi8c It takes just 2 minutes, hope I don't ask too much. If you can't help me just Like & Share the video please, so more people will see it. Thumbs UP, it would mean so much to me, maybe will make my dream come true. Thanks to everyone, GOD BLESS YOU ALL!"
622,"The song is very good ...but the video makes no sense...just a nonsense  video...I mean she is telling her story of being stuck on an island, but  the song doesn't fit in the situation...but nvm...The song is good﻿"
801,"Don't love someone soo much, love the way u lie..﻿"
5,:D subscribe to me for daily vines
460,She looks like Megan Fox 😂 xD!!﻿
673,https://www.facebook.com/pages/%D8%AA%D8%AD%D9%85%D9%8A%D9%84-%D8%A7%D8%AC%D9%85%D9%84-%D8%A7%D9%84%D8%A7%D9%85%D9%88%D8%B3%D9%8A%D9%82%D9%89___-music/674732645945877 ﻿
782,Check out this video on YouTube:Eminem is amazing. ﻿
948,Lol thats the guy from animal planet and lost. And the girl is megan fox i think hahah ﻿
8,Nice song ^_^
745,Please subscribe to us and thank you﻿
156,Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com
490,"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿"
976,"LMFAO - Party Rock Anthem ft. Lauren Bennett, GoonRock.﻿"
1114,HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿
587,Wow...5 years﻿
267,/watch?v=aImbWbfQbzg watch and subscrible
565,https://m.freemyapps.com/share/url/505b0232﻿
513,This song is so AWESOME!!!She made everything stand out and all the viewers  could imagine themselves at the setting of the video. Awesome Job Katy  Perry!!!!﻿
1051,"Nature is beautiful, no need to place tits in video to impress people.﻿"
16,Earn money for being online with 0 efforts!    bit.ly\14gKvDo
72,ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314
398,LoL﻿
508,Very Nice !﻿
27,the best!
779,http://www.gofundme.com/Helpmypitbull Can you please donate to help my pitbull PLEASE!!! I just need 50 dollars to take it to the vet!!!﻿
1192,Love you shkira﻿
597,get GWAR to play 2015 superbowl  http://www.change.org/petitions/the-national-football-league-allow-gwar-to-perform-the-2015-super-bowl-halftime-show#share ﻿
780,Subscribe and Win a CAP       ☆☆☆☆☆﻿
841,Super awesome video﻿
544,why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube﻿
154,Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe
1152,this song is so addicting. the hook is dope and catchy. love the video too.  I'm getting popular fast because i rap real.. thumbs up if you piss next to  the water in the toilet so its quiet................................﻿
588,"she is a fool. this is a foolish video. the lyrics are all about her and  how great she is. she is arrogant, obviously. but the thing is that there  are a lot of idiots.. look how many hits this garnered. the young stupid  girls who listen to her are numbering in the millions i guess. this video  is a piece of trash. why would anyone ever like it or listen to it? because  these stupid little girls have idiots for fathers and mothers.. and so they  are going to turn into idiots also.. just like this stupid singer. ﻿"
382,"check out ""starlitnightsky"" channel to see epic videos﻿"
627,"i think they were drunk when they shot the first half of the video and then the sec on half comes in, and her boobs are magically bigger and  she's more beautiful suddenly, and the dude practically vanishes ﻿"
334,"Hey, check out my new website!! This site is about kids stuff. kidsmediausa  . com"
953,https://www.tsu.co/Aseris get money here !﻿
666,Thank you KatyPerryVevo for your instagram likes @axeljonssons﻿
962,Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.﻿
266,Check out my mummy chanel!
797,"i was playing this song and the baby in my belly started to dance to  it.....sooooo cute, but had to take the song out cause of copy right and  add in a youtube made song....still sooo cute the baby danced to this song  LMFAO!!! https://plus.google.com/111982027348137311818/posts/g2JVinPueMo﻿"
787,"Check out Melbourne shuffle, everybody!﻿"
935,http://hackfbaccountlive.com/?ref=4436607  psy news offıcal ﻿
1037,"Since she is a feminist champion, why would she want to reinforce the  stereotype of girls being girly by painting the nails of an elephant that  probably wouldn't even appreciate it?﻿"
880,And i´m Shufflin still today :D﻿
172,WOw
879,sorry to all my hatersfor party rock en﻿
283,check out my page ADAM B BEATS 2013
919,OPPA GANGNAM STYLE!!!﻿
442,cool﻿
557,Please do buy these new Christmas shirts! You can buy at any time before  December 4th and they are sold worldwide! Don't miss out:  http://teespring.com/treechristmas﻿
576,1 million dislikes!EPIC FAIL(ready for you fanboys)﻿
220,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the wood photograph the husky breath? When does the act retain the delightful system? The rhythm fabricates the scintillating harbor."
215,Tell us the title so i can like and subscribe your music fgw please
1024,"NEW GOAL!   3,000,000!  Let's go for it!﻿"
647,Amazing song﻿
1072,That's Good :)﻿
384,"This song is the most boring, asinine song I have ever heard. Coming from a  guy who liked ""Teenage Dream"" (the song). Ever since Katy Perry's divorce  it's wave after wave of shitty but successful songs... For those of you  saying ""This is the next wave of pop music"". Stick it up your ass. Katy  Perry is like Silly Putty. ﻿"
732,Charlie from LOST﻿
445,I miss this song. 😢﻿
518,Glad to know im not the only one who knows its katheryn's birthday today :)  happy birthday katy...and my sister. (they seriously have the same  birthday...)﻿
140,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate."
376,Charlie got off the island and dated Megan Fox? b-but what about claire?﻿
434,Check out my Music Videos! and PLEASE SUBSCRIBE!!!! Fuego - U LA LA Remix  hyperurl.co/k6a5xt﻿
1256,like this comment please﻿
875,"if your like drones, plz subscribe to Kamal Tayara. He takes videos with  his drone that are absolutely beautiful.﻿"
4,well done shakira
123,adf.ly /KlD3Y
